Airport ID,Latitude,Longitude
N/A,0,0
N/A,0,0
SXL,54.28,-8.599
N/A,0,0
N/A,0,0
WAT,52.187,-7.087
N/A,0,0
N/A,0,0
AAR,56.304,10.619
N/A,0,0
N/A,0,0
BLL,55.74,9.152
CPH,55.618,12.656
EBJ,55.526,8.553
N/A,0,0
N/A,55.941,12.382
N/A,0,0
N/A,56.397,8.443
N/A,0,0
KRP,56.297,9.124
N/A,0,0
N/A,57.278,11.001
N/A,0,0
N/A,54.699,11.44
N/A,0,0
N/A,0,0
N/A,0,0
ODE,55.476,10.329
N/A,54.87,9.279
N/A,0,0
RKE,55.586,12.131
RNN,55.063,14.759
N/A,0,0
N/A,0,0
SGD,54.964,9.792
N/A,0,0
N/A,57.503,10.229
SKS,55.225,9.264
N/A,0,0
N/A,0,0
N/A,56.55,9.173
N/A,0,0
TED,57.069,8.705
N/A,55.697,9.193
N/A,0,0
N/A,55.436,9.331
FAE,62.064,-7.277
N/A,56.847,9.459
STA,55.99,8.354
N/A,55.767,12.343
AAL,57.093,9.849
LUX,49.626,6.211
N/A,0,0
AES,62.56,6.11
ANX,69.293,16.144
N/A,0,0
ALF,69.977,23.366
N/A,0,0
N/A,0,0
N/A,61.392,5.764
N/A,60.639,6.501
BNN,65.459,12.214
BOO,67.269,14.363
BGO,60.293,5.218
BJF,70.6,29.692
BVG,0,0
KRS,58.204,8.085
N/A,60.417,8.514
BDU,69.056,18.54
N/A,0,0
N/A,0,0
EVE,68.491,16.678
N/A,0,0
FBU,59.896,10.617
VDB,61.011,9.293
FRO,61.584,5.025
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
OSL,60.194,11.1
N/A,0,0
HMR,60.818,11.067
HAU,59.345,5.208
HFT,0,0
HAA,70.487,22.14
N/A,0,0
N/A,0,0
N/A,0,0
HVG,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KSU,63.112,7.824
N/A,59.969,11.036
KKN,69.725,29.887
FAN,58.1,6.625
LKN,0,0
MOL,62.746,7.272
MEH,0,0
MJF,65.784,13.215
LKL,70.069,24.973
NVK,0,0
OSY,0,0
N/A,59.566,9.212
N/A,0,0
OLA,63.699,9.604
HOV,0,0
N/A,0,0
N/A,0,0
N/A,0,0
RRS,62.578,11.342
RET,0,0
N/A,59.379,10.786
N/A,0,0
LYR,78.246,15.466
SDN,0,0
N/A,0,0
SOG,61.156,7.136
SVJ,0,0
SKN,0,0
SKE,59.185,9.567
SRP,59.792,5.341
SOJ,69.787,20.959
N/A,70.355,31.045
SSJ,65.957,12.469
TOS,69.683,18.919
TRF,59.187,10.259
TRD,63.458,10.94
VDS,0,0
N/A,0,0
SVG,58.877,5.638
N/A,0,0
N/A,0,0
GDN,54.377,18.466
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KRK,50.078,19.785
N/A,50.238,19.035
N/A,54.042,16.264
N/A,0,0
KTW,50.474,19.08
N/A,51.722,19.398
N/A,0,0
N/A,50.322,21.462
N/A,0,0
N/A,0,0
POZ,52.421,16.826
N/A,0,0
N/A,0,0
RZE,50.11,22.019
SZZ,53.585,14.902
N/A,53.392,14.634
OSP,54.479,17.108
N/A,53.791,15.828
N/A,0,0
N/A,0,0
WAW,52.166,20.967
WRO,51.102,16.886
IEG,52.139,15.799
N/A,0,0
N/A,0,0
N/A,0,0
N/A,58.402,15.526
N/A,58.611,16.103
SOO,0,0
N/A,59.897,17.588
N/A,59.181,17.912
N/A,0,0
AGH,56.296,12.847
RNB,56.267,15.265
N/A,58.409,13.262
N/A,56.184,14.132
N/A,0,0
N/A,58.598,14.114
N/A,56.844,15.452
N/A,58.498,13.053
N/A,56.785,13.602
N/A,0,0
N/A,0,0
GOT,57.663,12.28
N/A,0,0
N/A,0,0
JKG,57.758,14.069
N/A,58.17,13.588
LDK,58.465,13.174
N/A,0,0
GSE,57.775,11.87
KVB,58.456,13.973
N/A,0,0
THN,58.318,12.345
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
AGH,0,0
N/A,0,0
JMM,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,58.514,14.507
N/A,58.426,12.714
N/A,60.133,18.105
N/A,59.419,17.891
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KSK,59.346,14.496
MXX,60.958,14.511
NYO,58.789,16.912
N/A,0,0
N/A,0,0
N/A,59.314,17.109
N/A,0,0
N/A,0,0
N/A,59.676,12.639
N/A,58.791,16.571
N/A,56.611,15.605
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,56.95,13.922
N/A,0,0
N/A,0,0
N/A,0,0
KID,55.922,14.085
JLD,55.945,12.861
N/A,0,0
OSK,57.35,16.498
N/A,57.264,13.599
KLR,56.685,16.288
N/A,0,0
MMX,55.53,13.371
HAD,56.691,12.82
N/A,57.292,14.137
VXO,56.929,14.728
N/A,0,0
N/A,0,0
N/A,63.738,15.458
N/A,0,0
N/A,62.409,13.747
EVG,62.048,14.423
N/A,61.898,15.705
GEV,67.132,20.814
HUV,61.768,17.081
N/A,63.634,17.94
N/A,66.496,20.147
KRF,63.048,17.769
LYC,64.548,18.716
N/A,63.129,14.803
SDL,62.528,17.444
OER,63.408,18.99
N/A,65.399,21.265
KRN,67.822,20.337
N/A,61.19,14.712
SFT,64.625,21.077
N/A,62.481,17.003
UME,63.792,20.282
VHM,64.579,16.833
AJR,65.59,19.282
ORB,59.224,15.038
N/A,60.02,13.579
N/A,0,0
VST,59.589,16.634
LLA,65.544,22.122
OSD,63.194,14.502
N/A,0,0
N/A,65.875,20.15
N/A,0,0
N/A,65.836,21.471
N/A,59.386,15.924
N/A,0,0
ARN,59.652,17.919
BMA,59.354,17.941
N/A,0,0
BLE,60.422,15.515
N/A,0,0
HLF,57.526,15.824
N/A,0,0
N/A,0,0
N/A,0,0
GVX,60.593,16.951
LPI,58.406,15.68
N/A,0,0
NRK,58.586,16.251
KSD,0,0
N/A,60.157,12.991
N/A,59.351,16.708
VBY,57.663,18.346
N/A,0,0
N/A,0,0
N/A,0,0
N/A,64.571,19.314
N/A,0,0
N/A,64.961,17.696
N/A,61.869,12.691
N/A,65.106,20.761
N/A,0,0
N/A,0,0
N/A,0,0
N/A,67.765,20.257
N/A,0,0
N/A,0,0
N/A,0,0
N/A,65.806,15.083
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
SPM,49.973,6.692
RMS,49.438,7.601
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,49.92,10.914
N/A,49.65,7.3
N/A,0,0
GHF,49.648,9.966
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,52.278,9.082
ZCN,52.591,10.022
N/A,52.291,7.387
N/A,51.114,9.286
N/A,0,0
N/A,53.994,9.578
N/A,48.22,9.91
N/A,50.366,7.315
N/A,49.392,9.958
N/A,49.218,11.101
N/A,52.919,10.184
N/A,51.768,14.292
N/A,49.699,11.941
ZNF,50.169,8.961
QHD,49.393,8.652
N/A,49.218,11.836
N/A,0,0
N/A,49.743,10.201
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,54.625,9.341
N/A,0,0
N/A,53.767,8.658
N/A,0,0
N/A,52.585,8.341
GKE,50.961,6.042
N/A,54.312,9.538
N/A,0,0
N/A,53.533,7.889
N/A,0,0
RLG,53.918,12.279
N/A,50.831,6.658
N/A,52.339,7.541
N/A,51.664,14.634
N/A,54.459,9.516
N/A,53.548,7.667
N/A,53.602,13.306
N/A,52.457,9.427
N/A,0,0
N/A,0,0
N/A,49.634,11.767
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,49.563,8.463
N/A,50.05,8.325
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,48.071,10.906
N/A,50.174,7.063
N/A,48.322,11.949
FEL,48.206,11.267
N/A,51.768,13.167
N/A,48.716,11.534
N/A,48.186,10.862
N/A,47.989,10.239
N/A,48.711,11.211
N/A,0,0
N/A,0,0
N/A,0,0
LRC,51.602,6.143
N/A,0,0
GUT,51.923,8.306
BGN,51.2,6.132
ALJ,-28.575,16.533
N/A,0,0
AGZ,-29.282,18.814
N/A,0,0
N/A,-25.944,29.81
ADI,0,0
N/A,0,0
N/A,0,0
N/A,-26.239,28.302
N/A,0,0
N/A,0,0
VIY,-32.897,27.279
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BFN,-29.092,26.302
N/A,-28.248,28.336
N/A,0,0
N/A,-27.367,26.629
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-26.369,27.35
CPT,-33.965,18.602
N/A,-31.5,19.726
N/A,0,0
N/A,-30.637,23.92
N/A,-24.805,26.832
N/A,0,0
N/A,-28.183,30.224
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
DUR,-29.97,30.95
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ELS,-33.036,27.826
N/A,0,0
N/A,-26.495,29.98
ELL,-23.726,27.688
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-28.823,27.909
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
GCJ,-25.986,28.14
N/A,0,0
GFY,0,0
GRJ,-34.005,22.379
N/A,0,0
N/A,-23.284,30.65
N/A,0,0
N/A,0,0
HCS,-26.242,28.151
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-33.285,26.498
N/A,0,0
N/A,0,0
N/A,-29.122,30.587
N/A,-28.079,26.861
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-25.979,29.619
N/A,0,0
GHC,-26.506,28.394
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-27.278,27.996
N/A,0,0
N/A,-28.235,29.106
HDS,-24.369,31.049
N/A,0,0
N/A,0,0
N/A,-30.562,25.528
N/A,0,0
JNB,-26.139,28.246
N/A,0,0
N/A,0,0
N/A,-26.871,26.718
N/A,0,0
N/A,0,0
N/A,-26.093,29.455
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-26.252,29.194
KIM,-28.803,24.765
N/A,0,0
N/A,-25.441,31.93
N/A,-26.081,27.726
N/A,-27.661,27.316
KMP,0,0
N/A,-27.457,23.411
N/A,0,0
N/A,0,0
N/A,0,0
KLZ,-29.688,17.094
HLA,-25.938,27.926
N/A,-29.181,27.453
N/A,0,0
N/A,0,0
N/A,-26.176,26.184
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
LCD,-23.16,29.696
N/A,-32.969,18.16
LAY,-28.582,29.75
LUD,0,0
N/A,0,0
N/A,-25.685,29.44
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MGH,-30.857,30.343
N/A,0,0
N/A,-24.989,29.283
N/A,-27.079,29.778
MFK,-25.753,25.612
N/A,0,0
MBO,-25.798,25.548
N/A,-25.473,31.566
N/A,0,0
MPA,0,0
N/A,0,0
N/A,0,0
MEZ,-22.356,29.986
N/A,0,0
N/A,-27.626,32.044
MZF,0,0
N/A,0,0
N/A,0,0
NNI,0,0
NCS,-27.771,29.977
N/A,0,0
N/A,0,0
N/A,0,0
NLP,-25.501,30.913
N/A,0,0
N/A,-24.686,28.435
OND,0,0
N/A,-34.555,20.25
N/A,0,0
N/A,0,0
N/A,0,0
OMD,0,0
DUH,-33.607,22.189
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
OKF,0,0
N/A,0,0
OHI,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-23.845,29.459
N/A,0,0
N/A,0,0
PLZ,-33.985,25.617
N/A,0,0
N/A,-34.09,23.328
PHW,-23.937,31.155
PTG,-23.926,29.484
N/A,-31.606,29.52
N/A,0,0
N/A,0,0
PZB,-29.649,30.399
NTY,-25.334,27.173
N/A,0,0
N/A,-24.23,28.984
N/A,-25.847,23.538
N/A,-26.671,27.082
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-26.889,27.503
N/A,0,0
UTW,-31.92,26.882
RCB,-28.741,32.092
N/A,0,0
N/A,0,0
N/A,-25.644,27.271
N/A,0,0
N/A,0,0
WVB,0,0
N/A,0,0
N/A,0,0
N/A,-33.812,19.903
NDU,0,0
N/A,0,0
N/A,0,0
SBU,-29.689,17.939
N/A,-26.524,29.17
N/A,-32.964,17.969
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-26.248,28.398
N/A,-25.809,28.164
N/A,0,0
SWP,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
SIS,-27.648,22.999
N/A,0,0
N/A,-25.961,29.209
N/A,0,0
N/A,0,0
SZK,-24.961,31.589
N/A,0,0
N/A,0,0
N/A,-28.26,22.993
THY,-23.079,30.383
N/A,0,0
TSB,0,0
TCU,-29.319,26.823
N/A,-29.033,26.157
N/A,0,0
N/A,-26.776,29.339
LTA,-23.824,30.329
N/A,0,0
N/A,0,0
N/A,0,0
ULD,-28.321,31.416
UTN,-28.401,21.261
N/A,0,0
N/A,0,0
UTT,-31.548,28.674
N/A,0,0
VRU,-26.982,24.729
N/A,0,0
N/A,0,0
N/A,0,0
VIR,-29.771,31.058
N/A,0,0
N/A,-26.692,27.778
N/A,-31.641,18.545
N/A,0,0
N/A,-26.566,27.961
N/A,0,0
VYD,-27.787,30.795
N/A,0,0
PRY,-25.654,28.224
N/A,0,0
N/A,0,0
WDH,0,0
N/A,0,0
N/A,-25.832,29.192
N/A,-25.83,28.222
N/A,0,0
WEL,-27.998,26.669
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-27.847,26.35
N/A,0,0
N/A,0,0
N/A,-33.9,18.498
N/A,0,0
N/A,0,0
N/A,-25.599,26.042
N/A,0,0
FRW,-21.159,27.474
N/A,0,0
GNZ,0,0
JWA,-24.602,24.691
BBK,-17.833,25.162
N/A,0,0
KHW,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MUB,-19.972,23.431
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
ORP,-21.266,25.32
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
GBE,-24.555,25.918
PKW,-22.058,27.829
N/A,0,0
N/A,0,0
SWX,0,0
N/A,0,0
TLD,0,0
TBY,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BZV,-4.252,15.253
DJM,0,0
N/A,0,0
KNJ,0,0
LCO,0,0
MUY,0,0
N/A,0,0
N/A,0,0
SIB,0,0
N/A,0,0
N/A,0,0
NKY,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BOE,0,0
EWO,0,0
GMM,0,0
ION,1.589,18.047
KEE,0,0
N/A,0,0
MKJ,-0.021,15.575
FTX,-0.531,15.95
SOE,0,0
BTB,0,0
OUE,1.616,16.038
KMK,-3.483,12.617
N/A,0,0
DIS,-4.208,12.661
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
DIS,0,0
N/A,0,0
N/A,0,0
N/A,0,0
PNR,-4.813,11.886
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MTS,-26.529,31.308
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MKI,0,0
BGF,4.398,18.519
BGU,4.784,22.781
IRO,10.236,22.717
BEM,0,0
BBY,5.847,20.649
NDL,8.427,20.635
BOP,5.958,15.637
BIV,6.528,21.989
BSN,0,0
BBT,4.221,15.786
AIG,45.154,-89.111
IMO,0,0
BOZ,0,0
BSG,1.905,9.806
SSG,3.755,8.709
N/A,-7.969,-14.394
MRU,-20.43,57.683
RRG,-19.758,63.362
N/A,-7.313,72.411
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KBI,0,0
TKC,4.089,9.36
DLA,4.006,9.719
N/A,0,0
MMF,0,0
BLC,0,0
KLE,0,0
OUR,4.473,14.364
GXX,0,0
MVR,10.451,14.257
FOM,5.637,10.751
NGE,7.357,13.559
BTA,0,0
GOU,9.336,13.37
DSC,0,0
N/A,0,0
BFX,5.537,10.354
BPC,6.039,10.123
EBW,0,0
YAO,3.835,11.524
N/A,0,0
N/A,0,0
CIP,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-12.573,27.894
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-14.997,22.648
N/A,0,0
KAA,0,0
N/A,0,0
N/A,0,0
ZKB,0,0
N/A,0,0
N/A,0,0
N/A,0,0
LVI,-17.822,25.822
N/A,0,0
N/A,0,0
LUN,-15.331,28.453
N/A,0,0
N/A,0,0
N/A,-11.138,28.875
N/A,0,0
N/A,0,0
MFU,-13.259,31.936
N/A,-15.254,23.162
N/A,0,0
N/A,0,0
N/A,-12.565,28.299
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
NLA,-12.998,28.665
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KIW,-12.9,28.15
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-13.539,23.11
HAH,-11.534,43.272
NWA,-12.298,43.766
YVA,-11.711,43.244
AJN,-12.132,44.43
DZA,-12.805,45.281
RUN,-20.887,55.51
ZSE,-21.321,55.425
WML,0,0
ATJ,0,0
WAQ,0,0
VVB,0,0
TNR,-18.797,47.479
N/A,0,0
JVA,0,0
BMD,0,0
ZVA,-19.563,45.451
MXT,0,0
N/A,0,0
ILK,0,0
TVA,0,0
SMS,-17.094,49.816
TMM,-18.109,49.392
WTA,0,0
MOQ,-20.285,44.318
WTS,0,0
VAT,0,0
N/A,0,0
DIE,-12.349,49.292
WMR,-16.164,49.774
ZWA,-14.652,49.621
AMB,-13.188,48.988
WBD,0,0
WPB,0,0
ANM,-14.999,50.32
IVA,0,0
N/A,0,0
HVA,-14.629,47.764
MJN,-15.667,46.352
NOS,-13.312,48.314
DWB,0,0
N/A,0,0
BPY,-16.742,44.481
WMN,-15.437,49.688
SVB,-14.279,50.175
TTS,0,0
VOH,-13.376,50.003
WAI,-14.899,47.994
WMA,0,0
N/A,-13.485,48.633
N/A,0,0
WBO,0,0
WMD,0,0
FTU,-25.038,46.956
N/A,0,0
WFI,-21.441,47.112
RVA,-22.805,47.821
IHO,0,0
MJA,0,0
WVK,-22.12,48.022
OVA,0,0
MNJ,-21.202,48.358
TDV,0,0
N/A,0,0
MXM,-21.754,43.375
TLE,-23.383,43.728
BKU,0,0
AMP,0,0
N/A,0,0
AZZ,0,0
SSY,-6.27,14.247
BUG,-12.609,13.404
CAB,-5.597,12.188
N/A,0,0
N/A,0,0
PGI,-7.357,20.804
CBT,0,0
N/A,0,0
N/A,-8.374,18.924
CAV,-11.894,22.916
N/A,0,0
NGV,-17.045,15.687
N/A,0,0
NOV,-12.809,15.76
SVP,-12.404,16.947
N/A,-12.371,13.536
LAD,-8.858,13.231
MEG,-9.525,16.312
SPP,-14.658,17.72
N/A,-15.261,12.147
N/A,0,0
GXG,-7.754,15.287
PBN,-10.722,13.765
N/A,0,0
VHC,-9.689,20.432
SZA,-6.141,12.372
N/A,-7.147,14.248
UAL,0,0
SDD,0,0
LUO,-11.768,19.898
UGO,-7.603,15.028
CEO,0,0
XGN,-16.755,14.965
ARZ,0,0
N/A,0,0
BGB,0,0
N/A,0,0
FOU,0,0
N/A,0,0
MGX,0,0
N/A,0,0
OYE,1.541,11.581
OKN,-0.665,13.673
LBQ,-0.704,10.246
MVX,0,0
N/A,0,0
MJL,0,0
BMM,2.076,11.493
MFF,-1.537,13.269
MKB,0,0
POG,-0.712,8.754
OMB,-1.575,9.263
N/A,0,0
MKU,0.579,12.891
LBV,0.458,9.412
MZC,0.776,11.553
MVB,-1.656,13.438
LTL,-0.826,12.747
ZKM,0,0
TCH,-2.889,10.919
MYB,0,0
N/A,0,0
N/A,0,0
PCP,1.663,7.412
TMS,0.378,6.712
ANO,0,0
BEW,-19.796,34.907
FXO,-14.82,36.532
N/A,-19.151,33.429
N/A,-15.734,32.757
N/A,0,0
N/A,0,0
INH,-23.876,35.408
VXC,-13.274,35.266
N/A,-15.033,40.672
MPM,-25.921,32.573
N/A,-11.673,39.563
MZB,-11.362,40.355
N/A,-13.225,37.552
N/A,0,0
MNC,-14.488,40.712
APL,-15.106,39.282
POL,-12.987,40.522
N/A,0,0
UEL,-17.856,36.869
N/A,-15.602,32.773
TET,-16.105,33.64
N/A,-14.704,34.352
VNX,-22.018,35.313
N/A,0,0
N/A,-7.005,52.726
N/A,0,0
DES,-5.696,53.654
N/A,-10.109,51.176
SEZ,-4.674,55.522
N/A,0,0
N/A,0,0
PRI,-4.319,55.691
N/A,0,0
BDI,0,0
N/A,-7.164,56.264
DEI,0,0
N/A,0,0
N/A,0,0
SRH,9.151,18.379
OGR,0,0
AEH,13.847,20.844
MQQ,8.62,16.068
N/A,0,0
N/A,0,0
N/A,0,0
ATV,0,0
NDJ,12.134,15.034
BKR,0,0
OTC,0,0
MVO,0,0
AMC,0,0
PLF,9.379,14.926
N/A,0,0
OUT,0,0
AMO,0,0
FYT,17.917,19.111
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BUQ,-20.017,28.618
N/A,0,0
N/A,-17.751,30.924
BFO,-21.008,31.578
VFA,-18.096,25.839
N/A,0,0
UTA,-18.977,32.451
GWE,0,0
HRE,-17.932,31.093
N/A,0,0
N/A,0,0
KAB,-16.52,28.885
N/A,0,0
N/A,-17.432,32.184
N/A,-18.998,32.627
MVZ,-20.055,30.859
N/A,0,0
N/A,-20.289,30.088
VFA,0,0
GWE,-19.437,29.862
WKM,-18.63,27.021
N/A,-19.029,29.722
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BLZ,-15.679,34.974
N/A,0,0
N/A,0,0
N/A,0,0
DWA,0,0
N/A,0,0
KGJ,-9.953,33.893
N/A,0,0
N/A,-13.014,33.468
LLW,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,30.838,-85.182
MYZ,0,0
N/A,0,0
N/A,0,0
LMB,0,0
N/A,0,0
ZZU,-11.445,34.012
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
LRB,0,0
LES,0,0
N/A,0,0
N/A,0,0
MFC,0,0
N/A,0,0
MKH,0,0
N/A,0,0
MSU,-29.462,27.553
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,-29.304,27.503
N/A,0,0
N/A,0,0
NKU,0,0
N/A,0,0
N/A,0,0
UNE,0,0
N/A,0,0
SHK,0,0
N/A,0,0
SOK,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
FIH,-4.386,15.444
NLO,-4.325,15.328
N/A,0,0
N/A,0,0
N/A,0,0
MNB,-5.931,12.352
N/A,0,0
N/A,-5.918,12.447
N/A,0,0
N/A,0,0
MAT,-5.799,13.441
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
INO,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
FDU,-3.311,17.382
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KKW,-5.036,18.786
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MNB,0,0
N/A,0,0
N/A,0,0
N/A,0,0
MDK,0.022,18.289
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BSU,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BDT,4.253,20.975
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
GMA,3.235,19.771
N/A,0,0
N/A,0,0
N/A,4.158,21.651
N/A,0,0
N/A,0,0
N/A,0,0
BMB,0,0
N/A,0,0
N/A,0,0
LIQ,2.171,21.497
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BNB,0,0
N/A,0,0
N/A,0,0
N/A,0,0
FKI,0.518,25.155
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
IRP,2.827,27.588
N/A,0,0
N/A,0,0
N/A,0,0
BUX,1.566,30.221
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,2.818,24.794
N/A,0,0
N/A,0,0
N/A,0,0
BKY,-2.309,28.809
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
GOM,-1.671,29.238
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
BNC,0,0
N/A,0,0
N/A,0,0
KND,-2.919,25.915
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KWH,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
FBM,-11.591,27.531
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
KWZ,-10.766,25.506
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
N/A,0,0
FMI,-5.876,29.25
N/A,0,0
N/A,0,0
